BASE,TYPE,NAME,1,2,3,4,5,6,7,8,9,10,11,12,13,ItemClass
FIRE WAND,PREFIX,Gain #% of Damage as Extra Lightning Damage,Stormbound,Electrifying,Vorpal,Fatal,Lethal,Deadly,,,,,,,,Wand
FIRE WAND,SUFFIX,#% increased Cast Speed,of Finesse,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,Wand
FIRE WAND,SUFFIX,#% increased Flammability Magnitude,of Conflagration,of Combustion,of Incineration,of Scorching,of Ignition,,,,,,,,,Wand
FIRE WAND,SUFFIX,#% increased Critical Hit Chance for Spells,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Wand
FIRE WAND,SUFFIX,#% increased Critical Spell Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Wand
FIRE WAND,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Wand
FIRE WAND,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Wand
FIRE WAND,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Wand
FIRE WAND,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Wand
FIRE WAND,SUFFIX,# to Level of all Fire Spell Skills,of Inferno,of Immolation,of Flames,of Cinders,of Coals,,,,,,,,,Wand
FIRE WAND,SUFFIX,# to Level of all Spell Skills,of the Wizard,of the Sorcerer,of the Enchanter,of the Mage,,,,,,,,,,Wand
FIRE WAND,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Wand
FIRE WAND,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Wand
ICE WAND,PREFIX,#% increased Cold Damage,Cryomancer's,Crystalline,Arctic,Hailing,Snowy,Alpine,Biting,Bitter,,,,,,Wand
ICE WAND,PREFIX,#% increased Spell Damage,Runic,Glyphic,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,Wand
ICE WAND,PREFIX,"#% increased Spell Damage, # to maximum Mana",Lich's,Archmage's,Mage's,Warlock's,Wizard's,Conjuror's,Caster's,,,,,,,Wand
ICE WAND,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,Wand
ICE WAND,PREFIX,Gain #% of Damage as Extra Cold Damage,Frostbound,Ruthless,Malicious,Destructive,Pernicious,Malignant,,,,,,,,Wand
ICE WAND,PREFIX,Gain #% of Damage as Extra Fire Damage,Flamebound,Infernal,Zealot's,Fanatic's,Ardent,Fervent,,,,,,,,Wand
ICE WAND,PREFIX,Gain #% of Damage as Extra Lightning Damage,Stormbound,Electrifying,Vorpal,Fatal,Lethal,Deadly,,,,,,,,Wand
ICE WAND,SUFFIX,#% increased Cast Speed,of Finesse,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,Wand
ICE WAND,SUFFIX,#% increased Freeze Buildup,of the Arctic,of the Hyperboreal,of the Glacier,of Bleakness,of Freezing,,,,,,,,,Wand
ICE WAND,SUFFIX,#% increased Critical Hit Chance for Spells,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Wand
ICE WAND,SUFFIX,#% increased Critical Spell Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Wand
ICE WAND,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Wand
ICE WAND,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Wand
ICE WAND,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Wand
ICE WAND,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Wand
ICE WAND,SUFFIX,# to Level of all Cold Spell Skills,of Frostbite,of Rime,of Ice,of Sleet,of Snow,,,,,,,,,Wand
ICE WAND,SUFFIX,# to Level of all Spell Skills,of the Wizard,of the Sorcerer,of the Enchanter,of the Mage,,,,,,,,,,Wand
ICE WAND,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Wand
ICE WAND,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Wand
LIGHTNING WAND,PREFIX,#% increased Lightning Damage,Electromancer's,Ionising,Smiting,Striking,Coursing,Bolting,Hissing,Charged,,,,,,Wand
LIGHTNING WAND,PREFIX,#% increased Spell Damage,Runic,Glyphic,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,Wand
LIGHTNING WAND,PREFIX,"#% increased Spell Damage, # to maximum Mana",Lich's,Archmage's,Mage's,Warlock's,Wizard's,Conjuror's,Caster's,,,,,,,Wand
LIGHTNING WAND,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,Wand
LIGHTNING WAND,PREFIX,Gain #% of Damage as Extra Cold Damage,Frostbound,Ruthless,Malicious,Destructive,Pernicious,Malignant,,,,,,,,Wand
LIGHTNING WAND,PREFIX,Gain #% of Damage as Extra Fire Damage,Flamebound,Infernal,Zealot's,Fanatic's,Ardent,Fervent,,,,,,,,Wand
LIGHTNING WAND,PREFIX,Gain #% of Damage as Extra Lightning Damage,Stormbound,Electrifying,Vorpal,Fatal,Lethal,Deadly,,,,,,,,Wand
LIGHTNING WAND,SUFFIX,#% increased Cast Speed,of Finesse,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,Wand
LIGHTNING WAND,SUFFIX,#% increased chance to Shock,of the Thunderbolt,of Voltages,of Electrocution,of Zapping,of Shocking,,,,,,,,,Wand
LIGHTNING WAND,SUFFIX,#% increased Critical Hit Chance for Spells,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Wand
LIGHTNING WAND,SUFFIX,#% increased Critical Spell Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Wand
LIGHTNING WAND,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Wand
LIGHTNING WAND,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Wand
LIGHTNING WAND,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Wand
LIGHTNING WAND,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Wand
LIGHTNING WAND,SUFFIX,# to Level of all Lightning Spell Skills,of Thunder,of Voltage,of Electricity,of Static,of Sparks,,,,,,,,,Wand
LIGHTNING WAND,SUFFIX,# to Level of all Spell Skills,of the Wizard,of the Sorcerer,of the Enchanter,of the Mage,,,,,,,,,,Wand
LIGHTNING WAND,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Wand
LIGHTNING WAND,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Wand
PHYSICAL WAND,PREFIX,#% increased Spell Physical Damage,Torturer's,Oppressor's,Agonising,Pitiless,Sadistic,Vengeful,Unforgiving,Punishing,,,,,,Wand
PHYSICAL WAND,PREFIX,#% increased Spell Damage,Runic,Glyphic,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,Wand
PHYSICAL WAND,PREFIX,"#% increased Spell Damage, # to maximum Mana",Lich's,Archmage's,Mage's,Warlock's,Wizard's,Conjuror's,Caster's,,,,,,,Wand
PHYSICAL WAND,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,Wand
PHYSICAL WAND,PREFIX,Gain #% of Damage as Extra Cold Damage,Frostbound,Ruthless,Malicious,Destructive,Pernicious,Malignant,,,,,,,,Wand
PHYSICAL WAND,PREFIX,Gain #% of Damage as Extra Fire Damage,Flamebound,Infernal,Zealot's,Fanatic's,Ardent,Fervent,,,,,,,,Wand
PHYSICAL WAND,PREFIX,Gain #% of Damage as Extra Lightning Damage,Stormbound,Electrifying,Vorpal,Fatal,Lethal,Deadly,,,,,,,,Wand
PHYSICAL WAND,SUFFIX,#% increased Cast Speed,of Finesse,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,Wand
PHYSICAL WAND,SUFFIX,#% increased Critical Hit Chance for Spells,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Wand
PHYSICAL WAND,SUFFIX,#% increased Critical Spell Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Wand
PHYSICAL WAND,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Wand
PHYSICAL WAND,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Wand
PHYSICAL WAND,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Wand
PHYSICAL WAND,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Wand
PHYSICAL WAND,SUFFIX,# to Level of all Physical Spell Skills,of Grief,of Desolation,of Torment,of Suffering,of Agony,,,,,,,,,Wand
PHYSICAL WAND,SUFFIX,# to Level of all Spell Skills,of the Wizard,of the Sorcerer,of the Enchanter,of the Mage,,,,,,,,,,Wand
PHYSICAL WAND,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Wand
PHYSICAL WAND,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Wand
CHAOS WAND,PREFIX,#% increased Chaos Damage,Malevolent,Twisted,Vile,Malignant,Darkened,Clouded,Tainted,Impure,,,,,,Wand
CHAOS WAND,PREFIX,#% increased Spell Damage,Runic,Glyphic,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,Wand
CHAOS WAND,PREFIX,"#% increased Spell Damage, # to maximum Mana",Lich's,Archmage's,Mage's,Warlock's,Wizard's,Conjuror's,Caster's,,,,,,,Wand
CHAOS WAND,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Teal,Azure,Cobalt,Beryl,,,Wand
CHAOS WAND,PREFIX,Gain #% of Damage as Extra Cold Damage,Frostbound,Ruthless,Malicious,Destructive,Pernicious,Malignant,,,,,,,,Wand
CHAOS WAND,PREFIX,Gain #% of Damage as Extra Fire Damage,Flamebound,Infernal,Zealot's,Fanatic's,Ardent,Fervent,,,,,,,,Wand
CHAOS WAND,PREFIX,Gain #% of Damage as Extra Lightning Damage,Stormbound,Electrifying,Vorpal,Fatal,Lethal,Deadly,,,,,,,,Wand
CHAOS WAND,SUFFIX,#% increased Cast Speed,of Finesse,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,Wand
CHAOS WAND,SUFFIX,#% increased Critical Hit Chance for Spells,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Wand
CHAOS WAND,SUFFIX,#% increased Critical Spell Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Wand
CHAOS WAND,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Wand
CHAOS WAND,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Wand
CHAOS WAND,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Wand
CHAOS WAND,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Wand
CHAOS WAND,SUFFIX,# to Level of all Chaos Spell Skills,of Armageddon,of Havoc,of Ruin,of Turmoil,of Anarchy,,,,,,,,,Wand
CHAOS WAND,SUFFIX,# to Level of all Spell Skills,of the Wizard,of the Sorcerer,of the Enchanter,of the Mage,,,,,,,,,,Wand
CHAOS WAND,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Wand
CHAOS WAND,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Wand
STAFF,PREFIX,#% increased Chaos Damage,Malevolent,Twisted,Vile,Malignant,Darkened,Clouded,Tainted,Impure,,,,,,Staff
STAFF,PREFIX,#% increased Cold Damage,Cryomancer's,Crystalline,Arctic,Hailing,Snowy,Alpine,Biting,Bitter,,,,,,Staff
STAFF,PREFIX,#% increased Fire Damage,Pyromancer's,Volcanic,Magmatic,Smoldering,Cauterising,Blistering,Sizzling,Searing,,,,,,Staff
STAFF,PREFIX,#% increased Lightning Damage,Electromancer's,Ionising,Smiting,Striking,Coursing,Bolting,Hissing,Charged,,,,,,Staff
STAFF,PREFIX,#% increased Spell Damage,Runic,Glyphic,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,Staff
STAFF,PREFIX,"#% increased Spell Damage, # to maximum Mana",Lich's,Archmage's,Mage's,Warlock's,Wizard's,Conjuror's,Caster's,,,,,,,Staff
STAFF,PREFIX,#% increased Spell Physical Damage,Torturer's,Oppressor's,Agonising,Pitiless,Sadistic,Vengeful,Unforgiving,Punishing,,,,,,Staff
STAFF,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Sapphire,Azure,Cobalt,Beryl,,,Staff
STAFF,PREFIX,Gain #% of Damage as Extra Cold Damage,Frostbound,Ruthless,Malicious,Destructive,Pernicious,Malignant,,,,,,,,Staff
STAFF,PREFIX,Gain #% of Damage as Extra Fire Damage,Flamebound,Infernal,Zealot's,Fanatic's,Ardent,Fervent,,,,,,,,Staff
STAFF,PREFIX,Gain #% of Damage as Extra Lightning Damage,Stormbound,Electrifying,Vorpal,Fatal,Lethal,Deadly,,,,,,,,Staff
STAFF,SUFFIX,#% increased Cast Speed,of Finesse,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,Staff
STAFF,SUFFIX,#% increased Flammability Magnitude,of Conflagration,of Combustion,of Incineration,of Scorching,of Ignition,,,,,,,,,Staff
STAFF,SUFFIX,#% increased chance to Shock,of the Thunderbolt,of Voltages,of Electrocution,of Zapping,of Shocking,,,,,,,,,Staff
STAFF,SUFFIX,#% increased Critical Hit Chance for Spells,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Staff
STAFF,SUFFIX,#% increased Critical Spell Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Staff
STAFF,SUFFIX,#% increased Freeze Buildup,of the Arctic,of the Hyperboreal,of the Glacier,of Bleakness,of Freezing,,,,,,,,,Staff
STAFF,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Staff
STAFF,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Staff
STAFF,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Staff
STAFF,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Staff
STAFF,SUFFIX,# to Level of all Chaos Spell Skills,of Armageddon,of Havoc,of Ruin,of Turmoil,of Anarchy,,,,,,,,,Staff
STAFF,SUFFIX,# to Level of all Cold Spell Skills,of Frostbite,of Rime,of Ice,of Sleet,of Snow,,,,,,,,,Staff
STAFF,SUFFIX,# to Level of all Fire Spell Skills,of Inferno,of Immolation,of Flames,of Cinders,of Coals,,,,,,,,,Staff
STAFF,SUFFIX,# to Level of all Lightning Spell Skills,of Thunder,of Voltage,of Electricity,of Static,of Sparks,,,,,,,,,Staff
STAFF,SUFFIX,# to Level of all Physical Spell Skills,of Grief,of Desolation,of Torment,of Suffering,of Agony,,,,,,,,,Staff
STAFF,SUFFIX,# to Level of all Spell Skills,of the Sorcerer,of the Evoker,of the Enchanter,of the Mage,,,,,,,,,,Staff
STAFF,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Staff
STAFF,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Staff
FIRE STAFF,PREFIX,#% increased Fire Damage,Pyromancer's,Volcanic,Magmatic,Smoldering,Cauterising,Blistering,Sizzling,Searing,,,,,,Staff
FIRE STAFF,PREFIX,#% increased Spell Damage,Runic,Glyphic,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,Staff
FIRE STAFF,PREFIX,"#% increased Spell Damage, # to maximum Mana",Lich's,Archmage's,Mage's,Warlock's,Wizard's,Conjuror's,Caster's,,,,,,,Staff
FIRE STAFF,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Sapphire,Azure,Cobalt,Beryl,,,Staff
FIRE STAFF,PREFIX,Gain #% of Damage as Extra Cold Damage,Frostbound,Ruthless,Malicious,Destructive,Pernicious,Malignant,,,,,,,,Staff
FIRE STAFF,PREFIX,Gain #% of Damage as Extra Fire Damage,Flamebound,Infernal,Zealot's,Fanatic's,Ardent,Fervent,,,,,,,,Staff
FIRE STAFF,PREFIX,Gain #% of Damage as Extra Lightning Damage,Stormbound,Electrifying,Vorpal,Fatal,Lethal,Deadly,,,,,,,,Staff
FIRE STAFF,SUFFIX,#% increased Cast Speed,of Finesse,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,Staff
FIRE STAFF,SUFFIX,#% increased Flammability Magnitude,of Conflagration,of Combustion,of Incineration,of Scorching,of Ignition,,,,,,,,,Staff
FIRE STAFF,SUFFIX,#% increased Critical Hit Chance for Spells,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Staff
FIRE STAFF,SUFFIX,#% increased Critical Spell Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Staff
FIRE STAFF,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Staff
FIRE STAFF,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Staff
FIRE STAFF,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Staff
FIRE STAFF,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Staff
FIRE STAFF,SUFFIX,# to Level of all Fire Spell Skills,of Inferno,of Immolation,of Flames,of Cinders,of Coals,,,,,,,,,Staff
FIRE STAFF,SUFFIX,# to Level of all Spell Skills,of the Sorcerer,of the Evoker,of the Enchanter,of the Mage,,,,,,,,,,Staff
FIRE STAFF,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Staff
FIRE STAFF,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Staff
ICE STAFF,PREFIX,#% increased Cold Damage,Cryomancer's,Crystalline,Arctic,Hailing,Snowy,Alpine,Biting,Bitter,,,,,,Staff
ICE STAFF,PREFIX,#% increased Spell Damage,Runic,Glyphic,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,Staff
ICE STAFF,PREFIX,"#% increased Spell Damage, # to maximum Mana",Lich's,Archmage's,Mage's,Warlock's,Wizard's,Conjuror's,Caster's,,,,,,,Staff
ICE STAFF,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Sapphire,Azure,Cobalt,Beryl,,,Staff
ICE STAFF,PREFIX,Gain #% of Damage as Extra Cold Damage,Frostbound,Ruthless,Malicious,Destructive,Pernicious,Malignant,,,,,,,,Staff
ICE STAFF,PREFIX,Gain #% of Damage as Extra Fire Damage,Flamebound,Infernal,Zealot's,Fanatic's,Ardent,Fervent,,,,,,,,Staff
ICE STAFF,PREFIX,Gain #% of Damage as Extra Lightning Damage,Stormbound,Electrifying,Vorpal,Fatal,Lethal,Deadly,,,,,,,,Staff
ICE STAFF,SUFFIX,#% increased Cast Speed,of Finesse,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,Staff
ICE STAFF,SUFFIX,#% increased Freeze Buildup,of the Arctic,of the Hyperboreal,of the Glacier,of Bleakness,of Freezing,,,,,,,,,Staff
ICE STAFF,SUFFIX,#% increased Critical Hit Chance for Spells,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Staff
ICE STAFF,SUFFIX,#% increased Critical Spell Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Staff
ICE STAFF,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Staff
ICE STAFF,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Staff
ICE STAFF,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Staff
ICE STAFF,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Staff
ICE STAFF,SUFFIX,# to Level of all Cold Spell Skills,of Frostbite,of Rime,of Ice,of Sleet,of Snow,,,,,,,,,Staff
ICE STAFF,SUFFIX,# to Level of all Spell Skills,of the Sorcerer,of the Evoker,of the Enchanter,of the Mage,,,,,,,,,,Staff
ICE STAFF,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Staff
ICE STAFF,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Staff
LIGHTNING STAFF,PREFIX,#% increased Lightning Damage,Electromancer's,Ionising,Smiting,Striking,Coursing,Bolting,Hissing,Charged,,,,,,Staff
LIGHTNING STAFF,PREFIX,#% increased Spell Damage,Runic,Glyphic,Incanter's,Occultist's,Professor's,Scholar's,Adept's,Apprentice's,,,,,,Staff
LIGHTNING STAFF,PREFIX,"#% increased Spell Damage, # to maximum Mana",Lich's,Archmage's,Mage's,Warlock's,Wizard's,Conjuror's,Caster's,,,,,,,Staff
LIGHTNING STAFF,PREFIX,# to maximum Mana,Blue,Mazarine,Chalybeous,Gentian,Opalescent,Aqua,Cerulean,Sapphire,Azure,Cobalt,Beryl,,,Staff
LIGHTNING STAFF,PREFIX,Gain #% of Damage as Extra Cold Damage,Frostbound,Ruthless,Malicious,Destructive,Pernicious,Malignant,,,,,,,,Staff
LIGHTNING STAFF,PREFIX,Gain #% of Damage as Extra Fire Damage,Flamebound,Infernal,Zealot's,Fanatic's,Ardent,Fervent,,,,,,,,Staff
LIGHTNING STAFF,PREFIX,Gain #% of Damage as Extra Lightning Damage,Stormbound,Electrifying,Vorpal,Fatal,Lethal,Deadly,,,,,,,,Staff
LIGHTNING STAFF,SUFFIX,#% increased Cast Speed,of Finesse,of Prestidigitation,of Legerdemain,of Sortilege,of Expertise,of Nimbleness,of Talent,,,,,,,Staff
LIGHTNING STAFF,SUFFIX,#% increased chance to Shock,of the Thunderbolt,of Voltages,of Electrocution,of Zapping,of Shocking,,,,,,,,,Staff
LIGHTNING STAFF,SUFFIX,#% increased Critical Hit Chance for Spells,of Unmaking,of Ruin,of Calamity,of Disaster,of Havoc,of Menace,,,,,,,,Staff
LIGHTNING STAFF,SUFFIX,#% increased Critical Spell Damage Bonus,of Destruction,of Ferocity,of Fury,of Rage,of Anger,of Ire,,,,,,,,Staff
LIGHTNING STAFF,SUFFIX,"#% increased Mana Regeneration Rate, #% increased Light Radius",of the Hearth,of Kindling,of Warmth,,,,,,,,,,,Staff
LIGHTNING STAFF,SUFFIX,#% increased Mana Regeneration Rate,of Nirvana,of Euphoria,of Bliss,of Elation,of Joy,of Excitement,,,,,,,,Staff
LIGHTNING STAFF,SUFFIX,#% reduced Attribute Requirements,of the Proficient,of the Skilled,of the Talented,of the Apt,of the Worthy,,,,,,,,,Staff
LIGHTNING STAFF,SUFFIX,# to Intelligence,of the Virtuoso,of the Savant,of the Sage,of the Philosopher,of the Augur,of the Prodigy,of the Student,of the Pupil,,,,,,Staff
LIGHTNING STAFF,SUFFIX,# to Level of all Lightning Spell Skills,of Thunder,of Voltage,of Electricity,of Static,of Sparks,,,,,,,,,Staff
LIGHTNING STAFF,SUFFIX,# to Level of all Spell Skills,of the Sorcerer,of the Evoker,of the Enchanter,of the Mage,,,,,,,,,,Staff
LIGHTNING STAFF,SUFFIX,Gain # Life per Enemy Killed,of Legend,of Glory,of Valour,of Vanquishing,of Conquest,of Triumph,of Victory,of Success,,,,,,Staff
LIGHTNING STAFF,SUFFIX,Gain # Mana per Enemy Killed,of Assimilation,of Devouring,of Siphoning,of Consumption,of Enveloping,of Infusion,of Osmosis,of Absorption,,,,,,Staff
PHYSICAL STAFF,PREFIX,#% increased Spell Physical Damage,Torturer's,Oppressor's,Agonising,Pitiless,Sadistic,Vengeful,Unforgiving,Punishing,,,,,,Staff
